level	category_url	category_title	article_no	article_url	article_title	article_label	article_desc	article_weblink_url	article_weblink_label	article_file_url	article_file_title	article_dateModified	article_modifiedBy	article_type
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory28.aspx	List of Educational/Training Institutions	26	http://ggim.un.org/knowledgebase/KnowledgebaseArticle50242.aspx	Geographic Resources Center, University of Missouri	Geographic Resources Center, University of Missouri	Geographic Resources Center, University of Missouri	http://www.grc.missouri.edu/	Geographic Resources Center			Wednesday, April 8, 2015	Staff_Consultant	INFO
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory28.aspx	List of Educational/Training Institutions	27	http://ggim.un.org/knowledgebase/KnowledgebaseArticle50243.aspx	Centre for Geography & Environmental Science,Monash University	Centre for Geography & Environmental Science,Monash       University	Centre for Geography & Environmental Science,Monash University	http://artsonline.monash.edu.au/ges/	Centre for Geography & Environmental Science			Wednesday, April 8, 2015	Staff_Consultant	INFO
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory28.aspx	List of Educational/Training Institutions	28	http://ggim.un.org/knowledgebase/KnowledgebaseArticle50244.aspx	UCL Department of Geography, University College London(UCL)	UCL Department of Geography	UCL Department of Geography, University College London(UCL)	http://www.geog.ucl.ac.uk/	UCL Department of Geography			Wednesday, April 8, 2015	Staff_Consultant	INFO
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory28.aspx	List of Educational/Training Institutions	29	http://ggim.un.org/knowledgebase/KnowledgebaseArticle50245.aspx	Centre for Spatial Environmental Research (CSER), the University of Queensland	CSER, the University of Queensland	Centre for Spatial Environmental Research (CSER), the University of Queensland	http://www.gpem.uq.edu.au/cser	Centre for Spatial Environmental Research			Wednesday, April 8, 2015	Staff_Consultant	INFO
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory28.aspx	List of Educational/Training Institutions	30	http://ggim.un.org/knowledgebase/KnowledgebaseArticle50248.aspx	MIT Geospatial Data Center, Massachusetts Institute of Technology	MIT Geospatial Data Center	MIT Geospatial Data Center, Massachusetts Institute of Technology	http://geospatial.mit.edu/index.html	MIT Geospatial Data Center			Wednesday, April 8, 2015	Staff_Consultant	INFO
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory28.aspx	List of Educational/Training Institutions	31	http://ggim.un.org/knowledgebase/KnowledgebaseArticle50253.aspx	Center for Spatial Information Science, The University of Tokyo (Japan)	Center for Spatial Information Science, The University of Tokyo	Center for Spatial Information Science, The University of Tokyo (Japan)	http://www.csis.u-tokyo.ac.jp/english/	Center for Spatial Information Science, The University of Tokyo			Wednesday, April 8, 2015	Staff_Consultant	INFO
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory28.aspx	List of Educational/Training Institutions	32	http://ggim.un.org/knowledgebase/KnowledgebaseArticle50254.aspx	School of Geosciences, the University of Sydney	School of Geosciences, the University of Sydney	School of Geosciences, the University of Sydney	http://sydney.edu.au/science/geosciences/index.shtml	School of Geosciences, the University of Sydney			Wednesday, April 8, 2015	Staff_Consultant	INFO
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory28.aspx	List of Educational/Training Institutions	33	http://ggim.un.org/knowledgebase/KnowledgebaseArticle50257.aspx	School of GeoScience, the University of Edingburgh	School of GeoScience, the University of Edingburgh	School of GeoScience, the University of Edingburgh	http://www.geos.ed.ac.uk/geography/	School of GeoScience, the University of Edingburgh			Wednesday, April 8, 2015	Staff_Consultant	INFO
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory28.aspx	List of Educational/Training Institutions	34	http://ggim.un.org/knowledgebase/KnowledgebaseArticle50259.aspx		School of Geography and Development, the University of Arizona		http://geography.arizona.edu/gis-masters	School of Geography and Development, the University of Arizona			Wednesday, April 8, 2015	Staff_Consultant	INFO
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory28.aspx	List of Educational/Training Institutions	35	http://ggim.un.org/knowledgebase/KnowledgebaseArticle50250.aspx	the Committee on Geographical Studies，the University of Chicago	Committee on Geographical Studies，the University of Chicago	the Committee on Geographical Studies，the University of Chicago	http://geography.uchicago.edu/	the Committee on Geographical Studies，the University of Chicago			Tuesday, April 14, 2015	Staff_Consultant	INFO
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory28.aspx	List of Educational/Training Institutions	36	http://ggim.un.org/knowledgebase/KnowledgebaseArticle50188.aspx	Geosciences, University of Calgary (Cananda)	Geosciences, University of Calgary	## Geosciences, University of Calgary (Cananda)	http://geoscience.ucalgary.ca/	Geosciences, University of Calgary (Cananda)			Wednesday, April 8, 2015	Staff_Consultant	INFO
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory28.aspx	List of Educational/Training Institutions	37	http://ggim.un.org/knowledgebase/KnowledgebaseArticle50163.aspx	The   Knowledge Centre Geo-information Governance, the Faculty of Architecture and the Built Environment, Delft University of Technology (TU Delft)	Delft University of Technology	The Knowledge Centre Geo-information Governance, the Faculty of Architecture and the Built Environment, Delft University of Technology (TU Delft)	http://www.bk.tudelft.nl/en/about-faculty/departments/otb-research-for-the-built-environment/knowledge-centre-geoinformation-governance/	The Knowledge Centre Geo-Information Governance			Wednesday, April 8, 2015	Staff_Consultant	INFO
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory28.aspx	List of Educational/Training Institutions	38	http://ggim.un.org/knowledgebase/KnowledgebaseArticle50249.aspx	Department of Geography, University of Cambridge	University of Cambridge	Department of Geography, University of Cambridge	http://www.geog.cam.ac.uk/	Department of Geography, University of Cambridge			Wednesday, April 8, 2015	Staff_Consultant	INFO
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory28.aspx	List of Educational/Training Institutions	39	http://ggim.un.org/knowledgebase/KnowledgebaseArticle50165.aspx	the Faculty of Civil, Geo and Environmental Engineering, TechnischeUniversität München (TUM)	Technische Universität München	the Faculty of Civil, Geo and Environmental Engineering, TechnischeUniversität München (TUM)	http://www.bgu.tum.de/en/home/	the Faculty of Civil, Geo and Environmental Engineering			Wednesday, April 8, 2015	Staff_Consultant	INFO
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory28.aspx	List of Educational/Training Institutions	40	http://ggim.un.org/knowledgebase/KnowledgebaseArticle50251.aspx	Department of Geography and Environment Engineering, Johns Hopkins University (US)	Johns Hopkins University	Department of Geography and Environment Engineering, Johns Hopkins University (US)##	http://engineering.jhu.edu/dogee/	Department of Geography and Environment Engineering, Johns Hopkins University			Wednesday, April 8, 2015	Staff_Consultant	INFO
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory28.aspx	List of Educational/Training Institutions	41	http://ggim.un.org/knowledgebase/KnowledgebaseArticle50187.aspx	the Faculty of geodesy and Geomatics Engineering, University of New Bunswick	University of New Bunswick	the Faculty of geodesy and Geomatics Engineering, University of New Bunswick	http://www2.unb.ca/gge/HomePage.php	the Faculty of geodesy and Geomatics Engineering			Wednesday, April 8, 2015	Staff_Consultant	INFO
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory28.aspx	List of Educational/Training Institutions	42	http://ggim.un.org/knowledgebase/KnowledgebaseArticle50166.aspx	The Department of Geography, the Ohio StateUniversity	Ohio State University	The Department of Geography, the Ohio StateUniversity	http://geography.osu.edu/	The Department of Geography			Tuesday, April 14, 2015	Staff_Consultant	INFO
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory28.aspx	List of Educational/Training Institutions	43	http://ggim.un.org/knowledgebase/KnowledgebaseArticle50246.aspx		University of Sheffield	Department of Geography, the University of Sheffield	https://www.sheffield.ac.uk/geography/research/centres	Department of Geography, the University of Sheffield			Tuesday, April 14, 2015	Staff_Consultant	INFO
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory28.aspx	List of Educational/Training Institutions	44	http://ggim.un.org/knowledgebase/KnowledgebaseArticle50258.aspx	Department of Geography, National University of Singapore	National University of Singapore	Department of Geography, National University of Singapore	http://www.fas.nus.edu.sg/geog/undergrads/index.html	Department of Geography, National University of Singapore			Wednesday, April 8, 2015	Staff_Consultant	INFO
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory28.aspx	List of Educational/Training Institutions	45	http://ggim.un.org/knowledgebase/KnowledgebaseArticle50169.aspx	Faculty of Aerospace Engineering and Geodesy, University of Stuttgart	University of Stuttgart	Faculty of Aerospace Engineering and Geodesy, University of Stuttgart	http://www.uni-stuttgart.de/itlr/fakultaet/html/index.php?lang=en	Faculty of Aerospace Engineering and Geodesy			Wednesday, April 8, 2015	Staff_Consultant	INFO
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory28.aspx	List of Educational/Training Institutions	46	http://ggim.un.org/knowledgebase/KnowledgebaseArticle50186.aspx	Department of Geography, University of Wisconsin-Madison (Wisconsin, US)	University of Wisconsin-Madison	Department of Geography, University of Wisconsin-Madison (Wisconsin, US)	http://www.geography.wisc.edu/	Department of Geography			Wednesday, April 8, 2015	Staff_Consultant	INFO
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory28.aspx	List of Educational/Training Institutions	47	http://ggim.un.org/knowledgebase/KnowledgebaseArticle50172.aspx	Faculty of Geodesy and Cartography, Warsaw University of Technology	Warsaw University of Technology	# Faculty of Geodesy and Cartography, Warsaw University of Technology	http://www.pw.edu.pl/engpw/Faculties/Faculty-of-Geodesy-and-Cartography	Faculty of Geodesy and Cartography			Wednesday, April 8, 2015	Staff_Consultant	INFO
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory28.aspx	List of Educational/Training Institutions	48	http://ggim.un.org/knowledgebase/KnowledgebaseArticle50236.aspx	Department of Geographical Science, University of Maryland	University of Maryland	Department of Geographical Science, University of Maryland	http://www.geog.umd.edu/	Department of Geographical Science, University of Maryland			Monday, March 23, 2015	Staff_Consultant	INFO
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory28.aspx	List of Educational/Training Institutions	49	http://ggim.un.org/knowledgebase/KnowledgebaseArticle50292.aspx	Department of Geography, University of Zuich	University of Zurich	Department of Geography, University of Zuich	http://www.geo.uzh.ch/en	Department of Geography, University of Zurich			Tuesday, April 14, 2015	Staff_Consultant	INFO
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory28.aspx	List of Educational/Training Institutions	50	http://ggim.un.org/knowledgebase/KnowledgebaseArticle50342.aspx		Georgia Tech Research Institute		http://www.gtri.gatech.edu/	Georgia Tech Research Institute			Wednesday, May 6, 2015	Staff_Consultant	INFO
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory28.aspx	List of Educational/Training Institutions	51	http://ggim.un.org/knowledgebase/KnowledgebaseArticle50392.aspx	Center for Interdisciplinary Geospatial Information Technologies-Delta State University	Center for Interdisciplinary Geospatial Information...	Center for Interdisciplinary Geospatial Information Technologies-Delta State University	http://www.deltastate.edu/college-of-arts-and-sciences/center-for-interdisciplinary-geospatial-information-technologies/	Center for Interdisciplinary Geospatial Information Technologies-Delta State University			Tuesday, May 19, 2015	Staff_Consultant	INFO
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory28.aspx	List of Educational/Training Institutions	52	http://ggim.un.org/knowledgebase/KnowledgebaseArticle50460.aspx		Geomatics and Cartographic Research Center (GCRC), Carleton...	***The GCRC is an official Research Centre in the Department of [Geography and Environmental Studies![](https://gcrc.carleton.ca/confluence/images/icons/linkext7.gif)](http://www2.carleton.ca/geography/research/), Carleton University, Ottawa, Canada.***GCRC research focuses on the application of geographic information processing and management to the analysis of socio-economic issues of interest to society at a variety of scales from the local to the international and the presentation of the results in new, innovative cartographic forms. Cybercartography is a new multimedia, multisensory and interactive online cartography and its main products are cybercartographic atlases using location as a key organizing principle. These atlases create narratives from a variety of different perspectives and include both quantitative and qualitative information. These include stories, art, literature and music as well as socio-economic and environmental information. GCRC research includes: cybercartography, polar research, multisensory cartography (e.g. sound and olfaction), cinématographie, indigenous knowledge, participatory cartography, archiving and preservation, open source technologies and interoperability, the management of geographic information, and Global Map.	https://gcrc.carleton.ca/confluence/display/GCRCWEB/Overview	https://gcrc.carleton.ca/confluence/display/GCRCWEB/Overview			Wednesday, November 4, 2015	Staff_Consultant	INFO
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory29.aspx	Toolkits and Technical Resources	0	http://ggim.un.org/knowledgebase/KnowledgebaseArticle50130.aspx		OpenSource GIS/Platform		http://geoodk.com/	Geographical Open Data Kit	http://ggim.un.org/knowledgebase/Attachment166.aspx?AttachmentType=1	Open Source Softeare.pdf	Monday, May 11, 2015	Staff_Consultant	INFO
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory29.aspx	Toolkits and Technical Resources	1	http://ggim.un.org/knowledgebase/KnowledgebaseArticle50325.aspx		Proprietary/Commercial GIS				http://ggim.un.org/knowledgebase/Attachment165.aspx?AttachmentType=1	Notable commercial or proprietary GIS software.pdf	Thursday, May 14, 2015	Staff_Consultant	INFO
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory29.aspx	Toolkits and Technical Resources	2	http://ggim.un.org/knowledgebase/KnowledgebaseArticle50143.aspx		Toolkits Training mterial		http://www.geospatialtraining.com/	Geospatial Training Resource			Friday, April 24, 2015	Staff_Consultant	INFO
